District,State,Reference_Year,Population,Rural_Percent,Urban_Percent,Literacy_Percent,Poverty_Percent,Population_Density_per_sq_km,Dataset_Status
K_District_19,Kerala,2021,2990532,46.02,53.98,65.68,20.0,613.32,Synthetic data for visualization practice
K_District_20,Kerala,2011,2309907,68.89,31.11,75.03,19.94,878.03,Synthetic data for visualization practice
K_District_20,Kerala,2016,2484176,20.81,79.19,54.69,20.71,4074.37,Synthetic data for visualization practice
K_District_20,Kerala,2021,2706959,78.03,21.97,76.16,20.0,879.18,Synthetic data for visualization practice
K_District_21,Kerala,2011,1652812,68.95,31.05,65.02,17.6,822.14,Synthetic data for visualization practice
K_District_21,Kerala,2016,1785250,39.25,60.75,69.04,24.08,472.32,Synthetic data for visualization practice
K_District_21,Kerala,2021,1872247,47.4,52.6,71.53,18.05,518.56,Synthetic data for visualization practice
K_District_22,Kerala,2011,2545745,33.26,66.74,67.19,20.29,5334.4,Synthetic data for visualization practice
K_District_22,Kerala,2016,2716920,61.28,38.72,78.14,16.93,1038.65,Synthetic data for visualization practice
K_District_22,Kerala,2021,2812243,60.78,39.22,63.41,24.22,1140.94,Synthetic data for visualization practice
K_District_23,Kerala,2011,2313840,70.9,29.1,61.11,21.71,1325.85,Synthetic data for visualization practice
K_District_23,Kerala,2016,2443467,79.17,20.83,74.25,14.5,491.14,Synthetic data for visualization practice
K_District_23,Kerala,2021,2568332,62.71,37.29,76.03,19.25,879.62,Synthetic data for visualization practice
K_District_24,Kerala,2011,2951167,60.81,39.19,61.43,19.13,724.62,Synthetic data for visualization practice
K_District_24,Kerala,2016,3126572,49.8,50.2,63.91,20.32,1470.98,Synthetic data for visualization practice
K_District_24,Kerala,2021,3354119,59.57,40.43,75.01,25.96,4059.34,Synthetic data for visualization practice
K_District_25,Kerala,2011,1421920,65.67,34.33,50.16,38.71,772.62,Synthetic data for visualization practice
K_District_25,Kerala,2016,1518384,33.8,66.2,82.89,16.45,447.56,Synthetic data for visualization practice
K_District_25,Kerala,2021,1676435,88.4,11.6,59.02,22.55,379.38,Synthetic data for visualization practice
K_District_26,Kerala,2011,2773951,48.62,51.38,82.23,18.6,735.65,Synthetic data for visualization practice
K_District_26,Kerala,2016,2896092,50.77,49.23,69.64,25.96,1243.15,Synthetic data for visualization practice
K_District_26,Kerala,2021,3016843,59.0,41.0,77.95,14.82,1837.16,Synthetic data for visualization practice
K_District_27,Kerala,2011,809445,62.34,37.66,78.09,33.69,222.45,Synthetic data for visualization practice
K_District_27,Kerala,2016,858416,61.45,38.55,65.38,18.9,180.89,Synthetic data for visualization practice
K_District_27,Kerala,2021,885607,61.75,38.25,63.75,24.17,696.44,Synthetic data for visualization practice
K_District_28,Kerala,2011,1840877,41.09,58.91,45.0,25.16,2660.32,Synthetic data for visualization practice
K_District_28,Kerala,2016,1982661,69.25,30.75,82.02,35.96,1330.86,Synthetic data for visualization practice
K_District_28,Kerala,2021,2017629,75.69,24.31,85.2,21.67,965.64,Synthetic data for visualization practice
K_District_29,Kerala,2011,1503050,73.43,26.57,67.05,29.71,487.26,Synthetic data for visualization practice
K_District_29,Kerala,2016,1626898,53.52,46.48,76.16,30.58,439.51,Synthetic data for visualization practice
K_District_29,Kerala,2021,1744396,73.4,26.6,93.11,27.65,1602.31,Synthetic data for visualization practice
K_District_30,Kerala,2011,2988094,82.44,17.56,78.64,21.82,1412.16,Synthetic data for visualization practice
K_District_30,Kerala,2016,3165345,64.47,35.53,75.18,6.43,1715.4,Synthetic data for visualization practice
K_District_30,Kerala,2021,3515465,75.31,24.69,73.88,18.29,1848.35,Synthetic data for visualization practice
MP_District_01,Madhya Pradesh,2011,2226598,56.21,43.79,73.25,19.72,1377.38,Synthetic data for visualization practice
MP_District_01,Madhya Pradesh,2016,2352281,47.46,52.54,77.83,14.96,1541.23,Synthetic data for visualization practice
MP_District_01,Madhya Pradesh,2021,2507059,60.56,39.44,71.01,10.03,735.45,Synthetic data for visualization practice
MP_District_02,Madhya Pradesh,2011,2916264,41.67,58.33,59.82,19.98,3736.97,Synthetic data for visualization practice
MP_District_02,Madhya Pradesh,2016,3168653,32.37,67.63,75.75,14.95,1159.29,Synthetic data for visualization practice
MP_District_02,Madhya Pradesh,2021,3467680,37.41,62.59,72.57,32.72,828.96,Synthetic data for visualization practice
MP_District_03,Madhya Pradesh,2011,2856207,51.67,48.33,68.91,30.26,1776.55,Synthetic data for visualization practice
MP_District_03,Madhya Pradesh,2016,3079006,53.52,46.48,76.23,27.92,651.3,Synthetic data for visualization practice
MP_District_03,Madhya Pradesh,2021,3345685,69.65,30.35,71.46,9.77,874.0,Synthetic data for visualization practice
MP_District_04,Madhya Pradesh,2011,413216,71.37,28.63,59.44,21.03,226.42,Synthetic data for visualization practice
MP_District_04,Madhya Pradesh,2016,430223,37.25,62.75,50.52,34.19,125.98,Synthetic data for visualization practice
MP_District_04,Madhya Pradesh,2021,485238,68.93,31.07,77.37,19.43,237.12,Synthetic data for visualization practice
MP_District_05,Madhya Pradesh,2011,303076,83.53,16.47,58.51,9.14,84.28,Synthetic data for visualization practice
MP_District_05,Madhya Pradesh,2016,322760,85.65,14.35,84.04,34.7,91.93,Synthetic data for visualization practice
MP_District_05,Madhya Pradesh,2021,348997,30.11,69.89,85.46,10.0,91.81,Synthetic data for visualization practice
MP_District_06,Madhya Pradesh,2011,2473884,53.86,46.14,75.98,25.72,648.34,Synthetic data for visualization practice
MP_District_06,Madhya Pradesh,2016,2575765,76.39,23.61,84.52,23.25,2642.06,Synthetic data for visualization practice
MP_District_06,Madhya Pradesh,2021,2848892,46.0,54.0,83.75,5.82,5374.68,Synthetic data for visualization practice
MP_District_07,Madhya Pradesh,2011,646908,69.61,30.39,71.76,17.63,538.99,Synthetic data for visualization practice
MP_District_07,Madhya Pradesh,2016,692157,68.04,31.96,54.16,24.29,210.59,Synthetic data for visualization practice
MP_District_07,Madhya Pradesh,2021,714159,60.84,39.16,71.28,30.44,300.83,Synthetic data for visualization practice
MP_District_08,Madhya Pradesh,2011,341854,59.38,40.62,67.75,19.59,154.74,Synthetic data for visualization practice
MP_District_08,Madhya Pradesh,2016,365025,71.67,28.33,72.84,25.01,196.36,Synthetic data for visualization practice
MP_District_08,Madhya Pradesh,2021,406998,46.28,53.72,62.62,35.17,310.2,Synthetic data for visualization practice
MP_District_09,Madhya Pradesh,2011,2253856,53.6,46.4,69.48,28.23,1636.13,Synthetic data for visualization practice
MP_District_09,Madhya Pradesh,2016,2390571,86.09,13.91,70.22,10.85,487.63,Synthetic data for visualization practice
MP_District_09,Madhya Pradesh,2021,2466131,48.79,51.21,69.91,27.46,903.36,Synthetic data for visualization practice
MP_District_10,Madhya Pradesh,2011,730542,55.67,44.33,72.12,17.38,517.92,Synthetic data for visualization practice
MP_District_10,Madhya Pradesh,2016,792448,59.52,40.48,70.37,28.25,240.24,Synthetic data for visualization practice
MP_District_10,Madhya Pradesh,2021,841608,51.0,49.0,84.54,22.02,578.97,Synthetic data for visualization practice
MP_District_11,Madhya Pradesh,2011,714989,52.82,47.18,77.08,17.29,668.25,Synthetic data for visualization practice
MP_District_11,Madhya Pradesh,2016,744098,59.88,40.12,75.15,25.22,741.92,Synthetic data for visualization practice
MP_District_11,Madhya Pradesh,2021,822745,87.38,12.62,86.12,25.38,252.06,Synthetic data for visualization practice
MP_District_12,Madhya Pradesh,2011,1824989,69.38,30.62,65.47,33.21,1957.06,Synthetic data for visualization practice
MP_District_12,Madhya Pradesh,2016,1973048,51.03,48.97,76.07,20.12,622.08,Synthetic data for visualization practice
MP_District_12,Madhya Pradesh,2021,2031058,78.12,21.88,76.21,11.69,756.57,Synthetic data for visualization practice
MP_District_13,Madhya Pradesh,2011,2400772,63.3,36.7,77.55,36.83,908.17,Synthetic data for visualization practice
MP_District_13,Madhya Pradesh,2016,2611922,73.89,26.11,66.21,16.03,2393.63,Synthetic data for visualization practice
MP_District_13,Madhya Pradesh,2021,2612043,33.84,66.16,76.96,10.73,534.08,Synthetic data for visualization practice
MP_District_14,Madhya Pradesh,2011,1367842,83.7,16.3,78.02,19.56,446.33,Synthetic data for visualization practice
MP_District_14,Madhya Pradesh,2016,1488307,54.55,45.45,82.68,14.57,1675.88,Synthetic data for visualization practice
MP_District_14,Madhya Pradesh,2021,1610550,51.95,48.05,88.18,15.73,933.51,Synthetic data for visualization practice
MP_District_15,Madhya Pradesh,2011,357760,30.29,69.71,59.04,16.92,94.5,Synthetic data for visualization practice
MP_District_15,Madhya Pradesh,2016,390292,56.83,43.17,81.17,21.08,161.54,Synthetic data for visualization practice
MP_District_15,Madhya Pradesh,2021,391791,51.3,48.7,65.1,25.76,131.15,Synthetic data for visualization practice
MP_District_16,Madhya Pradesh,2011,1906615,70.05,29.95,70.19,23.02,407.89,Synthetic data for visualization practice
MP_District_16,Madhya Pradesh,2016,2032001,50.67,49.33,86.52,24.96,1639.46,Synthetic data for visualization practice
MP_District_16,Madhya Pradesh,2021,2099623,70.13,29.87,78.97,27.75,494.31,Synthetic data for visualization practice
MP_District_17,Madhya Pradesh,2011,1499658,61.58,38.42,71.81,27.55,998.54,Synthetic data for visualization practice
MP_District_17,Madhya Pradesh,2016,1609317,69.43,30.57,64.02,15.95,806.67,Synthetic data for visualization practice
MP_District_17,Madhya Pradesh,2021,1671136,71.63,28.37,82.71,27.4,3498.31,Synthetic data for visualization practice
MP_District_18,Madhya Pradesh,2011,1576787,42.62,57.38,70.53,14.18,416.85,Synthetic data for visualization practice
MP_District_18,Madhya Pradesh,2016,1688474,52.04,47.96,54.57,24.37,1088.99,Synthetic data for visualization practice
MP_District_18,Madhya Pradesh,2021,1876646,41.01,58.99,72.02,17.64,1773.31,Synthetic data for visualization practice
MP_District_19,Madhya Pradesh,2011,1880776,62.99,37.01,67.82,15.72,572.9,Synthetic data for visualization practice
MP_District_19,Madhya Pradesh,2016,2018045,50.69,49.31,75.25,15.37,621.43,Synthetic data for visualization practice
MP_District_19,Madhya Pradesh,2021,2152795,90.0,10.0,77.36,35.13,1897.38,Synthetic data for visualization practice
MP_District_20,Madhya Pradesh,2011,1203454,38.37,61.63,75.57,23.9,771.7,Synthetic data for visualization practice
MP_District_20,Madhya Pradesh,2016,1287655,69.1,30.9,67.49,24.46,469.25,Synthetic data for visualization practice
MP_District_20,Madhya Pradesh,2021,1337515,41.78,58.22,68.15,36.99,880.56,Synthetic data for visualization practice
MP_District_21,Madhya Pradesh,2011,2552452,33.43,66.57,81.87,29.24,756.69,Synthetic data for visualization practice
MP_District_21,Madhya Pradesh,2016,2742774,33.04,66.96,79.81,31.49,658.78,Synthetic data for visualization practice
MP_District_21,Madhya Pradesh,2021,2822837,73.62,26.38,66.22,36.23,1731.67,Synthetic data for visualization practice
MP_District_22,Madhya Pradesh,2011,1463721,55.68,44.32,68.52,31.01,610.55,Synthetic data for visualization practice
MP_District_22,Madhya Pradesh,2016,1589864,57.77,42.23,67.89,21.93,680.3,Synthetic data for visualization practice
MP_District_22,Madhya Pradesh,2021,1643597,70.03,29.97,71.18,14.59,1089.33,Synthetic data for visualization practice
MP_District_23,Madhya Pradesh,2011,2895583,78.24,21.76,67.41,19.45,739.52,Synthetic data for visualization practice
MP_District_23,Madhya Pradesh,2016,3157509,59.74,40.26,65.14,17.43,964.16,Synthetic data for visualization practice
MP_District_23,Madhya Pradesh,2021,3178446,44.43,55.57,66.72,15.29,2793.56,Synthetic data for visualization practice
MP_District_24,Madhya Pradesh,2011,592432,55.72,44.28,93.18,20.76,646.97,Synthetic data for visualization practice
MP_District_24,Madhya Pradesh,2016,618343,54.06,45.94,74.46,22.17,184.61,Synthetic data for visualization practice
MP_District_24,Madhya Pradesh,2021,647557,47.59,52.41,72.15,6.22,201.07,Synthetic data for visualization practice
MP_District_25,Madhya Pradesh,2011,1461615,76.89,23.11,73.53,27.32,570.41,Synthetic data for visualization practice
MP_District_25,Madhya Pradesh,2016,1534469,68.92,31.08,68.16,40.33,540.98,Synthetic data for visualization practice
MP_District_25,Madhya Pradesh,2021,1721112,52.32,47.68,91.77,17.9,1333.78,Synthetic data for visualization practice
MP_District_26,Madhya Pradesh,2011,1227577,61.06,38.94,74.06,16.66,246.02,Synthetic data for visualization practice
MP_District_26,Madhya Pradesh,2016,1332646,47.67,52.33,82.53,24.81,360.9,Synthetic data for visualization practice
MP_District_26,Madhya Pradesh,2021,1394635,18.03,81.97,77.53,19.25,708.12,Synthetic data for visualization practice
MP_District_27,Madhya Pradesh,2011,2593566,50.92,49.08,63.79,18.54,1739.94,Synthetic data for visualization practice
MP_District_27,Madhya Pradesh,2016,2722817,33.04,66.96,59.06,22.93,637.17,Synthetic data for visualization practice
MP_District_27,Madhya Pradesh,2021,2844202,47.52,52.48,63.47,19.46,992.58,Synthetic data for visualization practice
MP_District_28,Madhya Pradesh,2011,323271,32.18,67.82,78.31,17.46,69.89,Synthetic data for visualization practice
MP_District_28,Madhya Pradesh,2016,340510,59.92,40.08,79.19,5.47,264.69,Synthetic data for visualization practice
MP_District_28,Madhya Pradesh,2021,379438,62.64,37.36,88.64,35.64,165.11,Synthetic data for visualization practice
MP_District_29,Madhya Pradesh,2011,2543514,47.86,52.14,68.33,17.25,2078.7,Synthetic data for visualization practice
MP_District_29,Madhya Pradesh,2016,2767237,80.45,19.55,80.4,19.42,574.91,Synthetic data for visualization practice
MP_District_29,Madhya Pradesh,2021,3002065,87.0,13.0,75.12,21.67,669.56,Synthetic data for visualization practice
MP_District_30,Madhya Pradesh,2011,2696655,64.77,35.23,73.26,16.17,1128.5,Synthetic data for visualization practice
MP_District_30,Madhya Pradesh,2016,2919143,61.43,38.57,69.18,12.94,679.11,Synthetic data for visualization practice
MP_District_30,Madhya Pradesh,2021,2979345,25.19,74.81,84.06,20.33,1827.07,Synthetic data for visualization practice
M_District_01,Maharashtra,2011,785589,70.04,29.96,74.17,10.99,570.27,Synthetic data for visualization practice
M_District_01,Maharashtra,2016,826608,75.13,24.87,64.67,19.84,239.12,Synthetic data for visualization practice
M_District_01,Maharashtra,2021,901744,71.12,28.88,73.97,20.17,245.99,Synthetic data for visualization practice
M_District_02,Maharashtra,2011,342035,63.22,36.78,62.56,20.74,124.81,Synthetic data for visualization practice
M_District_02,Maharashtra,2016,372636,51.08,48.92,68.7,19.77,117.09,Synthetic data for visualization practice
M_District_02,Maharashtra,2021,387243,59.22,40.78,75.92,21.44,791.07,Synthetic data for visualization practice
M_District_03,Maharashtra,2011,541624,76.22,23.78,75.35,32.82,208.75,Synthetic data for visualization practice
M_District_03,Maharashtra,2016,585631,72.93,27.07,79.59,19.68,140.15,Synthetic data for visualization practice
M_District_03,Maharashtra,2021,610459,44.73,55.27,87.52,28.08,164.21,Synthetic data for visualization practice
M_District_04,Maharashtra,2011,2939095,43.33,56.67,66.97,20.67,901.97,Synthetic data for visualization practice
M_District_04,Maharashtra,2016,3162206,89.34,10.66,63.51,10.73,1529.95,Synthetic data for visualization practice
M_District_04,Maharashtra,2021,3411609,52.26,47.74,75.43,25.25,2067.08,Synthetic data for visualization practice
M_District_05,Maharashtra,2011,1724586,42.33,57.67,88.35,36.84,767.67,Synthetic data for visualization practice
M_District_05,Maharashtra,2016,1801729,59.17,40.83,75.95,26.81,363.49,Synthetic data for visualization practice
M_District_05,Maharashtra,2021,1890431,34.57,65.43,82.19,20.42,1541.9,Synthetic data for visualization practice
M_District_06,Maharashtra,2011,2135637,62.43,37.57,72.83,25.67,643.19,Synthetic data for visualization practice
M_District_06,Maharashtra,2016,2325934,65.9,34.1,75.09,24.33,920.86,Synthetic data for visualization practice
M_District_06,Maharashtra,2021,2392372,43.03,56.97,72.24,16.16,601.12,Synthetic data for visualization practice
M_District_07,Maharashtra,2011,1586852,27.56,72.44,68.19,22.46,579.57,Synthetic data for visualization practice
M_District_07,Maharashtra,2016,1729206,62.12,37.88,70.75,12.46,782.88,Synthetic data for visualization practice
M_District_07,Maharashtra,2021,1820511,50.72,49.28,78.22,25.23,774.96,Synthetic data for visualization practice
M_District_08,Maharashtra,2011,1207443,77.63,22.37,78.06,22.9,393.68,Synthetic data for visualization practice
M_District_08,Maharashtra,2016,1275345,23.37,76.63,66.54,27.98,283.01,Synthetic data for visualization practice
M_District_08,Maharashtra,2021,1342531,42.28,57.72,54.4,33.4,610.19,Synthetic data for visualization practice
M_District_09,Maharashtra,2011,2212857,73.82,26.18,79.93,14.26,1244.44,Synthetic data for visualization practice
M_District_09,Maharashtra,2016,2318822,45.84,54.16,69.36,15.73,1112.45,Synthetic data for visualization practice
M_District_09,Maharashtra,2021,2406101,51.69,48.31,77.55,24.3,1019.43,Synthetic data for visualization practice
M_District_10,Maharashtra,2011,697275,42.0,58.0,77.12,11.8,174.34,Synthetic data for visualization practice
M_District_10,Maharashtra,2016,757149,55.25,44.75,86.49,28.2,178.77,Synthetic data for visualization practice
M_District_10,Maharashtra,2021,799659,82.33,17.67,96.0,25.8,380.89,Synthetic data for visualization practice
M_District_11,Maharashtra,2011,1891284,52.19,47.81,81.39,15.28,418.26,Synthetic data for visualization practice
M_District_11,Maharashtra,2016,1990961,40.74,59.26,71.94,19.09,561.04,Synthetic data for visualization practice
M_District_11,Maharashtra,2021,2078571,59.94,40.06,71.22,22.49,492.65,Synthetic data for visualization practice
M_District_12,Maharashtra,2011,2056206,75.39,24.61,63.1,37.42,2764.79,Synthetic data for visualization practice
M_District_12,Maharashtra,2016,2183224,50.66,49.34,73.86,26.79,2888.67,Synthetic data for visualization practice
M_District_12,Maharashtra,2021,2246973,61.56,38.44,52.95,20.58,1545.74,Synthetic data for visualization practice
M_District_13,Maharashtra,2011,2200396,58.31,41.69,84.49,24.6,2809.12,Synthetic data for visualization practice
M_District_13,Maharashtra,2016,2371751,56.47,43.53,61.39,23.09,822.76,Synthetic data for visualization practice
M_District_13,Maharashtra,2021,2607833,82.22,17.78,77.31,31.69,734.44,Synthetic data for visualization practice
M_District_14,Maharashtra,2011,817399,52.08,47.92,69.32,27.45,257.22,Synthetic data for visualization practice
M_District_14,Maharashtra,2016,854914,43.81,56.19,73.93,20.17,776.36,Synthetic data for visualization practice
M_District_14,Maharashtra,2021,928476,48.41,51.59,69.26,16.69,2249.01,Synthetic data for visualization practice
M_District_15,Maharashtra,2011,2093964,48.63,51.37,77.49,30.22,982.63,Synthetic data for visualization practice
M_District_15,Maharashtra,2016,2194346,49.59,50.41,67.48,14.64,1822.74,Synthetic data for visualization practice
M_District_15,Maharashtra,2021,2489268,68.56,31.44,68.18,19.23,1047.31,Synthetic data for visualization practice
M_District_16,Maharashtra,2011,1252021,41.07,58.93,74.49,21.45,380.37,Synthetic data for visualization practice
M_District_16,Maharashtra,2016,1345640,55.86,44.14,79.14,21.77,357.14,Synthetic data for visualization practice
M_District_16,Maharashtra,2021,1390392,29.45,70.55,77.74,25.14,513.32,Synthetic data for visualization practice
M_District_17,Maharashtra,2011,856071,25.8,74.2,86.83,17.32,183.39,Synthetic data for visualization practice
M_District_17,Maharashtra,2016,913012,39.3,60.7,78.11,21.18,197.72,Synthetic data for visualization practice
M_District_17,Maharashtra,2021,986958,57.23,42.77,70.13,16.56,1260.17,Synthetic data for visualization practice
M_District_18,Maharashtra,2011,1291239,78.51,21.49,62.65,13.17,382.48,Synthetic data for visualization practice
M_District_18,Maharashtra,2016,1369977,52.27,47.73,76.5,21.61,3048.41,Synthetic data for visualization practice
M_District_18,Maharashtra,2021,1428090,47.12,52.88,86.76,33.57,498.42,Synthetic data for visualization practice
M_District_19,Maharashtra,2011,532068,47.28,52.72,72.18,13.5,220.71,Synthetic data for visualization practice
M_District_19,Maharashtra,2016,581438,72.55,27.45,68.56,13.52,146.95,Synthetic data for visualization practice
M_District_19,Maharashtra,2021,611964,56.04,43.96,76.07,20.12,134.62,Synthetic data for visualization practice
M_District_20,Maharashtra,2011,856837,53.41,46.59,75.63,26.06,469.38,Synthetic data for visualization practice
M_District_20,Maharashtra,2016,893920,42.2,57.8,63.77,21.66,201.51,Synthetic data for visualization practice
M_District_20,Maharashtra,2021,1016189,58.62,41.38,80.17,31.5,229.69,Synthetic data for visualization practice
M_District_21,Maharashtra,2011,1616292,37.56,62.44,69.39,22.64,478.36,Synthetic data for visualization practice
M_District_21,Maharashtra,2016,1709418,50.43,49.57,76.35,11.36,391.14,Synthetic data for visualization practice
M_District_21,Maharashtra,2021,1750758,70.76,29.24,66.78,26.59,1664.48,Synthetic data for visualization practice
M_District_22,Maharashtra,2011,474014,52.02,47.98,85.96,10.06,256.47,Synthetic data for visualization practice
M_District_22,Maharashtra,2016,496634,39.73,60.27,89.57,36.79,113.37,Synthetic data for visualization practice
M_District_22,Maharashtra,2021,553511,65.58,34.42,75.98,34.12,586.07,Synthetic data for visualization practice
M_District_23,Maharashtra,2011,817738,69.05,30.95,68.84,17.58,259.31,Synthetic data for visualization practice
M_District_23,Maharashtra,2016,890464,48.85,51.15,69.84,24.85,198.19,Synthetic data for visualization practice
M_District_23,Maharashtra,2021,961469,72.43,27.57,68.36,38.16,205.48,Synthetic data for visualization practice
M_District_24,Maharashtra,2011,2332219,64.46,35.54,83.84,26.56,1410.52,Synthetic data for visualization practice
M_District_24,Maharashtra,2016,2546432,90.0,10.0,69.57,28.36,6325.77,Synthetic data for visualization practice
M_District_24,Maharashtra,2021,2665135,55.63,44.37,52.58,20.4,3199.46,Synthetic data for visualization practice
M_District_25,Maharashtra,2011,2181692,57.75,42.25,70.28,29.25,2571.47,Synthetic data for visualization practice
M_District_25,Maharashtra,2016,2331261,70.24,29.76,73.83,8.84,4767.34,Synthetic data for visualization practice
M_District_25,Maharashtra,2021,2390577,64.86,35.14,80.07,29.53,545.71,Synthetic data for visualization practice
M_District_26,Maharashtra,2011,2793614,31.35,68.65,71.03,10.68,1256.18,Synthetic data for visualization practice
M_District_26,Maharashtra,2016,3014208,71.4,28.6,77.96,20.55,646.77,Synthetic data for visualization practice
M_District_26,Maharashtra,2021,3105205,71.66,28.34,75.69,9.31,1422.37,Synthetic data for visualization practice
M_District_27,Maharashtra,2011,1439193,44.6,55.4,60.99,28.54,290.96,Synthetic data for visualization practice
M_District_27,Maharashtra,2016,1565166,87.88,12.12,77.71,16.84,325.27,Synthetic data for visualization practice
M_District_27,Maharashtra,2021,1583720,74.0,26.0,74.53,25.04,751.53,Synthetic data for visualization practice
M_District_28,Maharashtra,2011,1456226,54.16,45.84,62.78,20.23,639.1,Synthetic data for visualization practice
M_District_28,Maharashtra,2016,1524934,33.82,66.18,69.54,18.26,655.15,Synthetic data for visualization practice
M_District_28,Maharashtra,2021,1638020,48.83,51.17,67.94,22.54,1206.71,Synthetic data for visualization practice
M_District_29,Maharashtra,2011,2999849,72.0,28.0,85.47,32.95,803.62,Synthetic data for visualization practice
M_District_29,Maharashtra,2016,3270537,64.71,35.29,82.96,33.19,4953.26,Synthetic data for visualization practice
M_District_29,Maharashtra,2021,3339243,56.13,43.87,88.62,10.9,931.88,Synthetic data for visualization practice
M_District_30,Maharashtra,2011,2017642,57.17,42.83,92.37,21.65,734.66,Synthetic data for visualization practice
M_District_30,Maharashtra,2016,2131217,53.26,46.74,75.29,25.14,713.84,Synthetic data for visualization practice
M_District_30,Maharashtra,2021,2186679,66.13,33.87,80.36,32.39,1813.0,Synthetic data for visualization practice
M_District_01,Manipur,2011,1201340,46.08,53.92,66.28,21.0,447.76,Synthetic data for visualization practice
M_District_01,Manipur,2016,1310680,70.74,29.26,65.61,25.48,318.85,Synthetic data for visualization practice
M_District_01,Manipur,2021,1414628,85.83,14.17,62.98,11.77,1340.8,Synthetic data for visualization practice
M_District_02,Manipur,2011,1035276,65.01,34.99,90.01,15.78,271.43,Synthetic data for visualization practice
M_District_02,Manipur,2016,1116519,69.09,30.91,79.2,17.28,293.09,Synthetic data for visualization practice
M_District_02,Manipur,2021,1236100,57.84,42.16,66.74,22.85,254.68,Synthetic data for visualization practice
M_District_03,Manipur,2011,2975123,45.58,54.42,68.3,21.87,636.32,Synthetic data for visualization practice
M_District_03,Manipur,2016,3239000,55.91,44.09,74.49,26.99,1319.6,Synthetic data for visualization practice
M_District_03,Manipur,2021,3498943,42.6,57.4,68.01,24.72,1281.49,Synthetic data for visualization practice
M_District_04,Manipur,2011,2199314,57.13,42.87,69.4,34.23,744.28,Synthetic data for visualization practice
M_District_04,Manipur,2016,2350468,65.39,34.61,65.65,39.4,1641.07,Synthetic data for visualization practice
M_District_04,Manipur,2021,2476029,50.7,49.3,69.08,18.37,3518.78,Synthetic data for visualization practice
M_District_05,Manipur,2011,2904007,69.75,30.25,77.84,18.95,3363.31,Synthetic data for visualization practice
M_District_05,Manipur,2016,3024029,38.48,61.52,62.19,27.24,4425.67,Synthetic data for visualization practice
M_District_05,Manipur,2021,3154528,49.13,50.87,70.29,19.4,2158.08,Synthetic data for visualization practice
M_District_06,Manipur,2011,2544179,62.84,37.16,72.61,36.15,728.89,Synthetic data for visualization practice
M_District_06,Manipur,2016,2751612,57.0,43.0,74.19,6.79,678.23,Synthetic data for visualization practice
M_District_06,Manipur,2021,2769345,23.21,76.79,70.95,15.53,3617.82,Synthetic data for visualization practice
M_District_07,Manipur,2011,631397,81.43,18.57,74.39,5.0,185.94,Synthetic data for visualization practice
M_District_07,Manipur,2016,678228,38.48,61.52,75.18,29.04,1113.47,Synthetic data for visualization practice
M_District_07,Manipur,2021,716245,24.82,75.18,66.01,20.76,196.81,Synthetic data for visualization practice
M_District_08,Manipur,2011,1133965,63.52,36.48,76.17,23.6,911.69,Synthetic data for visualization practice
M_District_08,Manipur,2016,1212269,38.58,61.42,67.3,17.27,456.03,Synthetic data for visualization practice
M_District_08,Manipur,2021,1294073,71.57,28.43,79.21,26.2,331.84,Synthetic data for visualization practice
M_District_09,Manipur,2011,2236556,40.53,59.47,82.12,22.22,927.49,Synthetic data for visualization practice
M_District_09,Manipur,2016,2346418,48.42,51.58,64.46,15.08,2211.11,Synthetic data for visualization practice
M_District_09,Manipur,2021,2515674,77.75,22.25,69.39,19.54,679.11,Synthetic data for visualization practice
M_District_10,Manipur,2011,1888695,57.17,42.83,57.95,15.51,399.33,Synthetic data for visualization practice
M_District_10,Manipur,2016,2002799,47.37,52.63,86.43,9.43,477.96,Synthetic data for visualization practice
M_District_10,Manipur,2021,2050796,62.82,37.18,48.72,8.12,448.61,Synthetic data for visualization practice
M_District_11,Manipur,2011,482006,48.78,51.22,70.46,15.31,116.54,Synthetic data for visualization practice
M_District_11,Manipur,2016,506483,73.84,26.16,71.74,15.29,187.42,Synthetic data for visualization practice
M_District_11,Manipur,2021,561921,48.99,51.01,55.66,19.12,243.18,Synthetic data for visualization practice
M_District_12,Manipur,2011,1138403,58.48,41.52,76.55,36.88,840.19,Synthetic data for visualization practice
M_District_12,Manipur,2016,1187177,69.5,30.5,76.68,13.95,590.25,Synthetic data for visualization practice
M_District_12,Manipur,2021,1233629,56.35,43.65,66.97,32.33,513.77,Synthetic data for visualization practice
M_District_13,Manipur,2011,1253128,62.2,37.8,75.08,24.67,649.23,Synthetic data for visualization practice
M_District_13,Manipur,2016,1309386,48.64,51.36,85.91,6.26,820.99,Synthetic data for visualization practice
M_District_13,Manipur,2021,1422394,73.21,26.79,77.94,27.48,538.73,Synthetic data for visualization practice
M_District_14,Manipur,2011,1178792,37.0,63.0,61.74,25.1,312.29,Synthetic data for visualization practice
M_District_14,Manipur,2016,1243176,61.46,38.54,88.0,25.47,313.19,Synthetic data for visualization practice
M_District_14,Manipur,2021,1350282,42.52,57.48,80.22,22.52,2738.84,Synthetic data for visualization practice
M_District_15,Manipur,2011,2954498,32.48,67.52,87.71,12.81,4875.8,Synthetic data for visualization practice
M_District_15,Manipur,2016,3166238,51.4,48.6,71.6,35.15,1130.3,Synthetic data for visualization practice
