District,State,Reference_Year,Food_Insecurity_Percent,Child_Stunting_Percent,Child_Wasting_Percent,Anaemia_Percent,Poverty_Percent,Nutrition_Score,Dataset_Status
K_District_19,Kerala,2019,14.58,30.25,14.15,46.31,25.37,62.02,Synthetic data for visualization practice
K_District_19,Kerala,2020,20.84,28.09,16.89,52.73,27.14,56.3,Synthetic data for visualization practice
K_District_19,Kerala,2021,18.4,37.06,14.5,54.36,23.26,54.24,Synthetic data for visualization practice
K_District_20,Kerala,2019,25.96,38.87,18.21,61.9,27.11,45.05,Synthetic data for visualization practice
K_District_20,Kerala,2020,12.19,27.88,11.23,44.6,14.21,66.25,Synthetic data for visualization practice
K_District_20,Kerala,2021,8.88,25.86,12.05,43.81,10.76,69.78,Synthetic data for visualization practice
K_District_21,Kerala,2019,21.57,33.22,17.13,57.04,20.54,52.44,Synthetic data for visualization practice
K_District_21,Kerala,2020,14.3,24.92,13.3,47.57,13.77,64.97,Synthetic data for visualization practice
K_District_21,Kerala,2021,17.41,31.64,15.78,57.86,26.25,56.84,Synthetic data for visualization practice
K_District_22,Kerala,2019,20.25,39.33,11.36,50.61,23.09,53.13,Synthetic data for visualization practice
K_District_22,Kerala,2020,29.61,30.72,15.95,47.4,42.6,49.06,Synthetic data for visualization practice
K_District_22,Kerala,2021,22.99,31.0,14.57,61.56,24.66,52.5,Synthetic data for visualization practice
K_District_23,Kerala,2019,15.74,27.65,13.2,45.91,17.13,62.74,Synthetic data for visualization practice
K_District_23,Kerala,2020,21.89,36.24,15.97,57.26,27.89,50.99,Synthetic data for visualization practice
K_District_23,Kerala,2021,17.42,30.26,13.94,58.57,16.26,57.97,Synthetic data for visualization practice
K_District_24,Kerala,2019,28.06,40.45,14.56,49.31,30.42,45.56,Synthetic data for visualization practice
K_District_24,Kerala,2020,23.02,31.68,18.69,52.65,28.51,52.24,Synthetic data for visualization practice
K_District_24,Kerala,2021,18.47,27.7,14.34,59.45,17.99,58.15,Synthetic data for visualization practice
K_District_25,Kerala,2019,29.24,38.12,11.47,55.48,34.26,45.78,Synthetic data for visualization practice
K_District_25,Kerala,2020,19.33,31.32,15.68,61.91,30.87,54.88,Synthetic data for visualization practice
K_District_25,Kerala,2021,16.9,31.08,15.1,52.21,21.5,58.58,Synthetic data for visualization practice
K_District_26,Kerala,2019,15.91,32.53,12.98,56.54,15.55,58.63,Synthetic data for visualization practice
K_District_26,Kerala,2020,21.57,34.64,16.33,52.86,22.18,52.6,Synthetic data for visualization practice
K_District_26,Kerala,2021,19.87,35.47,12.41,55.82,16.73,54.27,Synthetic data for visualization practice
K_District_27,Kerala,2019,19.87,32.43,15.26,39.83,18.15,57.34,Synthetic data for visualization practice
K_District_27,Kerala,2020,18.7,34.15,17.08,53.1,19.43,54.88,Synthetic data for visualization practice
K_District_27,Kerala,2021,14.56,29.19,10.49,42.22,21.01,64.28,Synthetic data for visualization practice
K_District_28,Kerala,2019,25.12,36.69,15.0,49.37,34.42,49.65,Synthetic data for visualization practice
K_District_28,Kerala,2020,17.21,29.25,14.17,54.34,30.41,59.21,Synthetic data for visualization practice
K_District_28,Kerala,2021,11.81,25.29,11.08,45.81,18.77,67.71,Synthetic data for visualization practice
K_District_29,Kerala,2019,13.99,30.33,15.9,50.43,11.06,61.31,Synthetic data for visualization practice
K_District_29,Kerala,2020,20.29,34.89,11.31,41.99,25.1,56.63,Synthetic data for visualization practice
K_District_29,Kerala,2021,20.5,35.18,13.81,62.78,22.2,52.45,Synthetic data for visualization practice
K_District_30,Kerala,2019,21.85,40.89,14.67,52.94,23.75,49.73,Synthetic data for visualization practice
K_District_30,Kerala,2020,17.33,33.22,15.47,68.85,10.32,54.56,Synthetic data for visualization practice
K_District_30,Kerala,2021,15.79,29.9,11.51,50.28,23.08,61.42,Synthetic data for visualization practice
MP_District_01,Madhya Pradesh,2019,13.62,35.86,14.15,49.72,19.63,59.47,Synthetic data for visualization practice
MP_District_01,Madhya Pradesh,2020,24.39,36.52,17.81,58.52,29.05,48.11,Synthetic data for visualization practice
MP_District_01,Madhya Pradesh,2021,24.9,36.34,15.67,65.84,28.43,47.33,Synthetic data for visualization practice
MP_District_02,Madhya Pradesh,2019,22.33,31.84,13.56,54.74,25.61,53.94,Synthetic data for visualization practice
MP_District_02,Madhya Pradesh,2020,13.31,26.71,13.99,56.98,19.42,63.25,Synthetic data for visualization practice
MP_District_02,Madhya Pradesh,2021,13.91,32.22,12.08,53.31,26.75,61.14,Synthetic data for visualization practice
MP_District_03,Madhya Pradesh,2019,17.32,31.43,17.69,53.16,19.31,57.15,Synthetic data for visualization practice
MP_District_03,Madhya Pradesh,2020,25.36,38.62,11.87,64.07,28.26,47.23,Synthetic data for visualization practice
MP_District_03,Madhya Pradesh,2021,18.75,28.42,11.72,64.07,17.46,57.66,Synthetic data for visualization practice
MP_District_04,Madhya Pradesh,2019,22.91,32.92,15.61,50.38,28.27,52.97,Synthetic data for visualization practice
MP_District_04,Madhya Pradesh,2020,14.84,28.58,16.02,52.92,20.16,61.1,Synthetic data for visualization practice
MP_District_04,Madhya Pradesh,2021,14.99,30.21,12.39,55.47,9.88,60.86,Synthetic data for visualization practice
MP_District_05,Madhya Pradesh,2019,21.03,33.5,15.05,53.64,15.43,53.87,Synthetic data for visualization practice
MP_District_05,Madhya Pradesh,2020,22.94,28.44,14.04,63.55,31.85,53.68,Synthetic data for visualization practice
MP_District_05,Madhya Pradesh,2021,22.41,39.82,17.47,55.23,29.41,48.63,Synthetic data for visualization practice
MP_District_06,Madhya Pradesh,2019,16.62,31.16,14.93,44.37,22.03,59.99,Synthetic data for visualization practice
MP_District_06,Madhya Pradesh,2020,16.21,35.03,9.44,50.63,18.4,59.09,Synthetic data for visualization practice
MP_District_06,Madhya Pradesh,2021,18.87,32.21,19.21,57.58,16.35,54.4,Synthetic data for visualization practice
MP_District_07,Madhya Pradesh,2019,20.49,36.71,11.79,51.2,26.46,54.03,Synthetic data for visualization practice
MP_District_07,Madhya Pradesh,2020,26.06,27.53,19.95,58.24,27.97,50.66,Synthetic data for visualization practice
MP_District_07,Madhya Pradesh,2021,4.37,18.29,11.04,44.51,11.6,77.37,Synthetic data for visualization practice
MP_District_08,Madhya Pradesh,2019,12.14,27.03,13.12,51.05,15.39,65.18,Synthetic data for visualization practice
MP_District_08,Madhya Pradesh,2020,17.25,29.0,12.14,50.5,13.71,60.49,Synthetic data for visualization practice
MP_District_08,Madhya Pradesh,2021,21.32,30.95,17.65,66.57,26.76,52.19,Synthetic data for visualization practice
MP_District_09,Madhya Pradesh,2019,28.71,35.37,17.24,54.25,33.82,46.04,Synthetic data for visualization practice
MP_District_09,Madhya Pradesh,2020,18.18,30.39,12.67,52.38,23.75,58.6,Synthetic data for visualization practice
MP_District_09,Madhya Pradesh,2021,22.54,26.94,13.77,49.05,28.91,57.01,Synthetic data for visualization practice
MP_District_10,Madhya Pradesh,2019,22.74,31.36,16.3,54.43,27.21,53.08,Synthetic data for visualization practice
MP_District_10,Madhya Pradesh,2020,17.87,35.1,16.84,50.58,15.72,55.51,Synthetic data for visualization practice
MP_District_10,Madhya Pradesh,2021,23.09,37.31,14.5,55.89,31.95,50.14,Synthetic data for visualization practice
MP_District_11,Madhya Pradesh,2019,16.83,29.62,18.6,47.13,17.38,59.08,Synthetic data for visualization practice
MP_District_11,Madhya Pradesh,2020,12.84,26.81,15.79,57.73,15.55,62.93,Synthetic data for visualization practice
MP_District_11,Madhya Pradesh,2021,12.85,24.44,16.48,55.96,14.59,64.16,Synthetic data for visualization practice
MP_District_12,Madhya Pradesh,2019,10.15,28.26,13.91,38.26,12.85,67.84,Synthetic data for visualization practice
MP_District_12,Madhya Pradesh,2020,23.06,33.81,19.49,60.23,20.37,49.77,Synthetic data for visualization practice
MP_District_12,Madhya Pradesh,2021,14.39,29.4,11.22,46.5,15.03,63.45,Synthetic data for visualization practice
MP_District_13,Madhya Pradesh,2019,20.34,31.44,15.02,58.03,18.37,54.8,Synthetic data for visualization practice
MP_District_13,Madhya Pradesh,2020,20.27,24.96,16.17,42.83,21.02,60.03,Synthetic data for visualization practice
MP_District_13,Madhya Pradesh,2021,22.56,36.89,12.39,50.81,23.62,52.17,Synthetic data for visualization practice
MP_District_14,Madhya Pradesh,2019,12.62,28.89,13.93,48.79,21.29,63.97,Synthetic data for visualization practice
MP_District_14,Madhya Pradesh,2020,20.69,31.21,10.33,56.11,23.67,56.33,Synthetic data for visualization practice
MP_District_14,Madhya Pradesh,2021,12.59,30.84,16.69,49.99,13.32,62.0,Synthetic data for visualization practice
MP_District_15,Madhya Pradesh,2019,12.9,28.86,16.3,47.69,9.4,63.21,Synthetic data for visualization practice
MP_District_15,Madhya Pradesh,2020,19.97,32.62,12.22,67.74,17.82,53.88,Synthetic data for visualization practice
MP_District_15,Madhya Pradesh,2021,13.38,30.75,14.01,49.75,11.96,62.25,Synthetic data for visualization practice
MP_District_16,Madhya Pradesh,2019,16.34,39.59,13.53,55.6,23.06,54.74,Synthetic data for visualization practice
MP_District_16,Madhya Pradesh,2020,18.24,30.21,10.68,53.05,22.36,59.15,Synthetic data for visualization practice
MP_District_16,Madhya Pradesh,2021,22.54,29.61,14.19,52.16,21.86,55.09,Synthetic data for visualization practice
MP_District_17,Madhya Pradesh,2019,16.02,34.69,13.64,45.53,13.34,58.91,Synthetic data for visualization practice
MP_District_17,Madhya Pradesh,2020,15.01,25.21,14.73,52.33,9.87,63.12,Synthetic data for visualization practice
MP_District_17,Madhya Pradesh,2021,20.55,29.57,12.7,58.93,22.06,56.13,Synthetic data for visualization practice
MP_District_18,Madhya Pradesh,2019,12.2,24.57,14.22,56.89,5.92,65.16,Synthetic data for visualization practice
MP_District_18,Madhya Pradesh,2020,23.89,35.76,19.94,52.22,25.29,49.19,Synthetic data for visualization practice
MP_District_18,Madhya Pradesh,2021,22.83,33.8,18.59,54.68,25.11,51.06,Synthetic data for visualization practice
MP_District_19,Madhya Pradesh,2019,27.34,39.25,19.81,53.83,35.44,44.49,Synthetic data for visualization practice
MP_District_19,Madhya Pradesh,2020,17.04,32.47,13.69,53.13,11.4,58.06,Synthetic data for visualization practice
MP_District_19,Madhya Pradesh,2021,9.18,24.04,14.59,52.94,5.0,68.32,Synthetic data for visualization practice
MP_District_20,Madhya Pradesh,2019,15.04,32.63,15.33,58.0,22.78,58.35,Synthetic data for visualization practice
MP_District_20,Madhya Pradesh,2020,21.08,32.04,13.42,56.57,34.84,54.6,Synthetic data for visualization practice
MP_District_20,Madhya Pradesh,2021,17.36,35.66,11.59,48.08,20.11,57.6,Synthetic data for visualization practice
MP_District_21,Madhya Pradesh,2019,14.66,29.87,13.25,47.59,20.62,62.23,Synthetic data for visualization practice
MP_District_21,Madhya Pradesh,2020,22.91,38.85,15.24,56.77,29.26,49.15,Synthetic data for visualization practice
MP_District_21,Madhya Pradesh,2021,17.54,34.5,13.36,55.99,19.2,56.31,Synthetic data for visualization practice
MP_District_22,Madhya Pradesh,2019,19.43,36.09,15.01,62.23,25.76,52.57,Synthetic data for visualization practice
MP_District_22,Madhya Pradesh,2020,9.38,24.69,8.88,41.18,12.37,71.31,Synthetic data for visualization practice
MP_District_22,Madhya Pradesh,2021,20.63,31.43,14.19,52.42,24.8,55.67,Synthetic data for visualization practice
MP_District_23,Madhya Pradesh,2019,12.45,32.03,12.57,60.28,17.11,61.21,Synthetic data for visualization practice
MP_District_23,Madhya Pradesh,2020,19.76,37.19,13.64,51.13,18.58,53.84,Synthetic data for visualization practice
MP_District_23,Madhya Pradesh,2021,23.82,29.46,13.13,44.8,27.45,55.55,Synthetic data for visualization practice
MP_District_24,Madhya Pradesh,2019,18.75,25.55,11.94,51.8,22.25,60.87,Synthetic data for visualization practice
MP_District_24,Madhya Pradesh,2020,18.01,34.24,20.18,53.61,19.38,54.38,Synthetic data for visualization practice
MP_District_24,Madhya Pradesh,2021,22.05,27.43,14.63,48.34,31.89,57.0,Synthetic data for visualization practice
MP_District_25,Madhya Pradesh,2019,10.01,34.45,11.16,40.32,16.13,65.37,Synthetic data for visualization practice
MP_District_25,Madhya Pradesh,2020,20.15,37.44,13.2,52.39,27.88,53.34,Synthetic data for visualization practice
MP_District_25,Madhya Pradesh,2021,21.99,37.17,15.27,58.93,24.01,50.41,Synthetic data for visualization practice
MP_District_26,Madhya Pradesh,2019,19.97,27.2,16.49,55.19,24.37,57.19,Synthetic data for visualization practice
MP_District_26,Madhya Pradesh,2020,21.87,28.32,19.58,56.1,20.07,54.05,Synthetic data for visualization practice
MP_District_26,Madhya Pradesh,2021,19.67,26.15,14.57,56.46,25.19,58.35,Synthetic data for visualization practice
MP_District_27,Madhya Pradesh,2019,12.38,22.64,18.22,44.58,21.73,66.62,Synthetic data for visualization practice
MP_District_27,Madhya Pradesh,2020,22.41,33.59,17.17,52.46,33.11,52.26,Synthetic data for visualization practice
MP_District_27,Madhya Pradesh,2021,26.07,38.18,15.85,62.24,34.27,45.96,Synthetic data for visualization practice
MP_District_28,Madhya Pradesh,2019,22.83,32.11,17.62,59.28,19.34,51.51,Synthetic data for visualization practice
MP_District_28,Madhya Pradesh,2020,14.67,30.1,11.53,53.33,12.78,61.76,Synthetic data for visualization practice
MP_District_28,Madhya Pradesh,2021,18.49,31.89,14.4,52.18,21.28,57.12,Synthetic data for visualization practice
MP_District_29,Madhya Pradesh,2019,24.47,29.82,14.65,55.37,17.27,52.81,Synthetic data for visualization practice
MP_District_29,Madhya Pradesh,2020,22.87,36.28,16.34,58.53,36.06,49.88,Synthetic data for visualization practice
MP_District_29,Madhya Pradesh,2021,27.38,35.26,17.33,50.48,30.43,47.69,Synthetic data for visualization practice
MP_District_30,Madhya Pradesh,2019,14.77,23.38,14.7,43.12,15.14,65.62,Synthetic data for visualization practice
MP_District_30,Madhya Pradesh,2020,15.27,27.0,16.71,54.87,21.73,61.04,Synthetic data for visualization practice
MP_District_30,Madhya Pradesh,2021,27.49,34.03,20.62,52.54,28.74,46.93,Synthetic data for visualization practice
M_District_01,Maharashtra,2019,14.35,32.35,15.95,55.9,18.44,59.17,Synthetic data for visualization practice
M_District_01,Maharashtra,2020,20.26,35.25,15.83,57.88,23.4,52.73,Synthetic data for visualization practice
M_District_01,Maharashtra,2021,22.35,27.79,15.26,49.61,23.32,56.2,Synthetic data for visualization practice
M_District_02,Maharashtra,2019,25.97,36.79,18.38,48.54,37.08,48.03,Synthetic data for visualization practice
M_District_02,Maharashtra,2020,20.15,21.5,12.6,60.6,21.93,60.26,Synthetic data for visualization practice
M_District_02,Maharashtra,2021,26.05,39.86,17.05,61.71,32.6,44.85,Synthetic data for visualization practice
M_District_03,Maharashtra,2019,17.51,36.68,18.18,60.28,22.55,53.16,Synthetic data for visualization practice
M_District_03,Maharashtra,2020,14.52,35.1,14.99,53.08,18.88,58.37,Synthetic data for visualization practice
M_District_03,Maharashtra,2021,17.79,27.45,16.03,60.46,17.3,58.16,Synthetic data for visualization practice
M_District_04,Maharashtra,2019,18.96,33.22,20.09,49.98,29.29,54.7,Synthetic data for visualization practice
M_District_04,Maharashtra,2020,24.39,37.89,22.3,54.19,23.92,46.72,Synthetic data for visualization practice
M_District_04,Maharashtra,2021,20.24,28.35,14.57,54.83,17.4,57.03,Synthetic data for visualization practice
M_District_05,Maharashtra,2019,21.47,32.2,18.4,76.08,23.81,49.79,Synthetic data for visualization practice
M_District_05,Maharashtra,2020,20.69,28.19,13.58,54.38,24.35,57.12,Synthetic data for visualization practice
M_District_05,Maharashtra,2021,15.63,37.71,17.02,51.36,15.77,55.83,Synthetic data for visualization practice
M_District_06,Maharashtra,2019,23.21,27.86,17.58,62.22,29.75,52.89,Synthetic data for visualization practice
M_District_06,Maharashtra,2020,7.28,25.56,13.66,44.15,5.0,70.68,Synthetic data for visualization practice
M_District_06,Maharashtra,2021,17.19,29.58,15.65,47.62,14.56,59.62,Synthetic data for visualization practice
M_District_07,Maharashtra,2019,22.25,37.92,14.23,52.48,26.34,51.1,Synthetic data for visualization practice
M_District_07,Maharashtra,2020,19.25,37.59,18.11,58.81,30.58,51.55,Synthetic data for visualization practice
M_District_07,Maharashtra,2021,13.48,28.58,10.13,45.96,16.24,64.99,Synthetic data for visualization practice
M_District_08,Maharashtra,2019,17.54,34.35,15.52,60.95,24.88,55.0,Synthetic data for visualization practice
M_District_08,Maharashtra,2020,23.55,36.86,18.34,50.87,24.32,49.59,Synthetic data for visualization practice
M_District_08,Maharashtra,2021,17.6,30.71,15.51,56.61,19.49,57.42,Synthetic data for visualization practice
M_District_09,Maharashtra,2019,18.22,36.41,15.43,48.75,24.42,55.27,Synthetic data for visualization practice
M_District_09,Maharashtra,2020,15.14,30.47,13.29,48.97,24.3,61.32,Synthetic data for visualization practice
M_District_09,Maharashtra,2021,23.75,37.89,21.4,62.82,36.75,46.22,Synthetic data for visualization practice
M_District_10,Maharashtra,2019,12.04,26.97,11.29,46.23,16.59,66.56,Synthetic data for visualization practice
M_District_10,Maharashtra,2020,18.93,34.35,11.64,50.89,22.24,56.56,Synthetic data for visualization practice
M_District_10,Maharashtra,2021,19.29,39.95,15.4,46.47,23.41,53.0,Synthetic data for visualization practice
M_District_11,Maharashtra,2019,20.33,28.33,19.48,49.87,24.93,56.24,Synthetic data for visualization practice
M_District_11,Maharashtra,2020,21.75,36.37,19.71,58.95,25.73,49.66,Synthetic data for visualization practice
M_District_11,Maharashtra,2021,19.78,30.35,15.35,48.39,17.2,57.14,Synthetic data for visualization practice
M_District_12,Maharashtra,2019,21.96,27.27,16.73,52.17,25.19,55.95,Synthetic data for visualization practice
M_District_12,Maharashtra,2020,24.53,30.99,16.32,53.36,33.79,51.98,Synthetic data for visualization practice
M_District_12,Maharashtra,2021,25.54,35.44,17.87,53.58,33.71,48.45,Synthetic data for visualization practice
M_District_13,Maharashtra,2019,19.06,28.08,16.86,57.02,27.93,57.1,Synthetic data for visualization practice
M_District_13,Maharashtra,2020,14.11,26.14,17.97,55.7,16.3,61.9,Synthetic data for visualization practice
M_District_13,Maharashtra,2021,20.9,28.07,13.54,56.11,22.13,56.77,Synthetic data for visualization practice
M_District_14,Maharashtra,2019,17.76,32.08,14.03,52.06,18.21,57.73,Synthetic data for visualization practice
M_District_14,Maharashtra,2020,16.45,32.69,14.61,46.8,15.91,59.1,Synthetic data for visualization practice
M_District_14,Maharashtra,2021,14.74,35.99,14.07,49.52,11.9,58.56,Synthetic data for visualization practice
M_District_15,Maharashtra,2019,19.72,33.59,13.26,53.98,15.98,55.36,Synthetic data for visualization practice
M_District_15,Maharashtra,2020,22.07,33.33,15.91,59.21,20.25,52.02,Synthetic data for visualization practice
M_District_15,Maharashtra,2021,17.89,32.94,10.59,54.89,18.75,57.8,Synthetic data for visualization practice
M_District_16,Maharashtra,2019,20.03,34.05,18.35,49.12,23.49,54.08,Synthetic data for visualization practice
M_District_16,Maharashtra,2020,20.1,34.98,16.17,68.83,20.18,51.25,Synthetic data for visualization practice
M_District_16,Maharashtra,2021,25.18,34.62,13.81,56.79,26.88,49.89,Synthetic data for visualization practice
M_District_17,Maharashtra,2019,20.8,32.58,14.27,54.62,22.89,54.6,Synthetic data for visualization practice
M_District_17,Maharashtra,2020,23.33,30.81,17.74,53.91,25.11,52.52,Synthetic data for visualization practice
M_District_17,Maharashtra,2021,19.25,38.85,13.77,55.41,23.32,52.73,Synthetic data for visualization practice
M_District_18,Maharashtra,2019,17.57,30.6,13.11,51.22,19.62,59.02,Synthetic data for visualization practice
M_District_18,Maharashtra,2020,23.64,37.27,16.7,50.38,33.52,49.88,Synthetic data for visualization practice
M_District_18,Maharashtra,2021,18.92,34.92,13.46,54.34,29.37,55.22,Synthetic data for visualization practice
M_District_19,Maharashtra,2019,24.6,32.3,14.63,60.26,26.95,50.74,Synthetic data for visualization practice
M_District_19,Maharashtra,2020,15.89,38.8,15.3,55.82,29.45,54.92,Synthetic data for visualization practice
M_District_19,Maharashtra,2021,15.23,33.08,12.4,54.62,25.09,59.36,Synthetic data for visualization practice
M_District_20,Maharashtra,2019,18.6,35.69,11.68,65.31,25.31,53.98,Synthetic data for visualization practice
M_District_20,Maharashtra,2020,33.52,45.54,18.17,69.62,39.31,34.52,Synthetic data for visualization practice
M_District_20,Maharashtra,2021,14.97,36.25,16.57,51.58,22.97,57.19,Synthetic data for visualization practice
M_District_21,Maharashtra,2019,12.72,32.78,9.17,51.7,20.34,62.92,Synthetic data for visualization practice
M_District_21,Maharashtra,2020,12.92,30.06,12.39,54.59,18.54,62.73,Synthetic data for visualization practice
M_District_21,Maharashtra,2021,13.29,19.76,7.86,59.63,15.57,68.18,Synthetic data for visualization practice
M_District_22,Maharashtra,2019,16.22,29.73,16.24,49.97,21.25,59.8,Synthetic data for visualization practice
M_District_22,Maharashtra,2020,19.21,30.29,13.49,55.95,22.27,57.05,Synthetic data for visualization practice
M_District_22,Maharashtra,2021,15.93,28.87,14.3,59.27,13.76,59.64,Synthetic data for visualization practice
M_District_23,Maharashtra,2019,16.11,28.98,14.1,62.09,26.35,59.07,Synthetic data for visualization practice
M_District_23,Maharashtra,2020,10.11,33.39,10.57,47.51,6.19,64.92,Synthetic data for visualization practice
M_District_23,Maharashtra,2021,19.78,39.14,16.07,61.5,22.23,50.56,Synthetic data for visualization practice
M_District_24,Maharashtra,2019,17.03,26.73,15.47,51.14,19.47,60.7,Synthetic data for visualization practice
M_District_24,Maharashtra,2020,19.47,28.13,16.79,52.26,19.95,57.48,Synthetic data for visualization practice
M_District_24,Maharashtra,2021,23.84,37.64,16.41,61.22,32.76,48.0,Synthetic data for visualization practice
M_District_25,Maharashtra,2019,16.63,30.8,16.13,56.26,12.01,58.02,Synthetic data for visualization practice
M_District_25,Maharashtra,2020,14.29,32.48,12.81,55.97,18.24,60.09,Synthetic data for visualization practice
M_District_25,Maharashtra,2021,22.39,36.01,16.32,54.68,22.4,50.98,Synthetic data for visualization practice
M_District_26,Maharashtra,2019,23.46,37.03,15.98,57.87,30.22,49.25,Synthetic data for visualization practice
M_District_26,Maharashtra,2020,29.27,38.41,17.85,57.51,33.93,43.4,Synthetic data for visualization practice
M_District_26,Maharashtra,2021,19.29,36.01,16.7,48.99,20.65,54.21,Synthetic data for visualization practice
M_District_27,Maharashtra,2019,15.34,35.78,17.49,53.29,20.55,56.59,Synthetic data for visualization practice
M_District_27,Maharashtra,2020,23.68,40.61,17.74,50.75,26.14,47.82,Synthetic data for visualization practice
M_District_27,Maharashtra,2021,29.58,36.23,14.82,63.75,35.24,44.21,Synthetic data for visualization practice
M_District_28,Maharashtra,2019,21.94,31.8,12.69,58.19,23.11,54.01,Synthetic data for visualization practice
M_District_28,Maharashtra,2020,16.82,25.88,13.58,56.51,17.06,61.05,Synthetic data for visualization practice
M_District_28,Maharashtra,2021,18.41,27.45,14.64,56.77,25.04,58.64,Synthetic data for visualization practice
M_District_29,Maharashtra,2019,19.5,38.73,15.39,46.51,21.1,53.44,Synthetic data for visualization practice
M_District_29,Maharashtra,2020,27.49,31.97,16.95,58.74,26.11,48.13,Synthetic data for visualization practice
M_District_29,Maharashtra,2021,21.53,38.4,15.59,62.38,25.36,49.54,Synthetic data for visualization practice
M_District_30,Maharashtra,2019,13.98,22.42,14.18,61.36,16.34,64.15,Synthetic data for visualization practice
M_District_30,Maharashtra,2020,21.16,31.98,14.68,60.68,22.0,53.58,Synthetic data for visualization practice
M_District_30,Maharashtra,2021,29.53,41.46,17.47,62.24,32.85,41.07,Synthetic data for visualization practice
M_District_01,Manipur,2019,8.48,26.86,11.39,40.16,8.84,70.34,Synthetic data for visualization practice
M_District_01,Manipur,2020,16.34,26.29,13.16,51.01,18.71,62.18,Synthetic data for visualization practice
M_District_01,Manipur,2021,17.84,24.2,9.5,53.61,14.66,62.74,Synthetic data for visualization practice
M_District_02,Manipur,2019,19.37,28.98,14.82,52.38,25.43,57.71,Synthetic data for visualization practice
M_District_02,Manipur,2020,24.43,35.22,22.3,56.91,33.46,47.62,Synthetic data for visualization practice
M_District_02,Manipur,2021,23.51,37.86,16.6,58.25,26.5,48.54,Synthetic data for visualization practice
M_District_03,Manipur,2019,16.08,38.96,17.05,53.97,14.73,54.45,Synthetic data for visualization practice
M_District_03,Manipur,2020,18.01,30.86,16.87,61.14,24.76,55.93,Synthetic data for visualization practice
M_District_03,Manipur,2021,12.9,37.82,13.47,59.5,13.37,57.8,Synthetic data for visualization practice
M_District_04,Manipur,2019,18.46,35.92,18.01,48.82,22.5,54.54,Synthetic data for visualization practice
M_District_04,Manipur,2020,19.82,32.38,13.72,59.93,18.31,54.85,Synthetic data for visualization practice
M_District_04,Manipur,2021,21.33,34.58,12.31,51.39,28.5,54.25,Synthetic data for visualization practice
M_District_05,Manipur,2019,17.38,28.7,11.68,55.57,24.15,59.91,Synthetic data for visualization practice
M_District_05,Manipur,2020,9.55,19.8,13.44,39.19,10.16,72.55,Synthetic data for visualization practice
M_District_05,Manipur,2021,25.2,42.55,11.79,59.87,24.15,46.04,Synthetic data for visualization practice
M_District_06,Manipur,2019,13.74,34.47,14.93,47.36,12.88,60.19,Synthetic data for visualization practice
M_District_06,Manipur,2020,14.66,27.05,11.61,51.92,26.16,63.48,Synthetic data for visualization practice
M_District_06,Manipur,2021,17.47,30.91,14.42,56.06,19.81,57.83,Synthetic data for visualization practice
M_District_07,Manipur,2019,20.71,36.69,13.79,55.16,22.73,52.68,Synthetic data for visualization practice
M_District_07,Manipur,2020,21.76,41.19,12.09,54.42,32.85,50.21,Synthetic data for visualization practice
M_District_07,Manipur,2021,23.5,32.91,14.62,55.42,18.07,52.04,Synthetic data for visualization practice
M_District_08,Manipur,2019,17.25,17.37,14.46,53.3,19.36,65.18,Synthetic data for visualization practice
M_District_08,Manipur,2020,26.84,36.01,18.75,53.94,28.93,46.81,Synthetic data for visualization practice
M_District_08,Manipur,2021,20.15,28.34,14.57,62.1,27.03,56.02,Synthetic data for visualization practice
M_District_09,Manipur,2019,23.55,39.14,14.26,58.43,34.17,48.55,Synthetic data for visualization practice
M_District_09,Manipur,2020,22.85,35.57,13.86,61.25,25.21,50.59,Synthetic data for visualization practice
M_District_09,Manipur,2021,24.95,28.38,17.48,56.56,35.81,52.13,Synthetic data for visualization practice
M_District_10,Manipur,2019,18.63,31.17,14.41,61.46,23.64,55.97,Synthetic data for visualization practice
M_District_10,Manipur,2020,14.27,25.06,13.91,45.63,19.95,65.04,Synthetic data for visualization practice
M_District_10,Manipur,2021,13.75,32.3,12.52,52.41,8.81,61.23,Synthetic data for visualization practice
M_District_11,Manipur,2019,23.13,24.3,15.18,59.62,26.02,55.85,Synthetic data for visualization practice
M_District_11,Manipur,2020,17.52,34.64,14.58,60.93,18.93,55.15,Synthetic data for visualization practice
M_District_11,Manipur,2021,22.98,33.85,8.62,55.3,29.7,53.81,Synthetic data for visualization practice
M_District_12,Manipur,2019,21.13,36.4,18.77,55.6,24.86,50.92,Synthetic data for visualization practice
M_District_12,Manipur,2020,29.3,32.87,15.92,59.18,39.27,46.47,Synthetic data for visualization practice
M_District_12,Manipur,2021,19.26,31.4,14.41,52.28,27.45,56.73,Synthetic data for visualization practice
M_District_13,Manipur,2019,24.71,34.27,19.18,51.24,25.84,49.65,Synthetic data for visualization practice
M_District_13,Manipur,2020,9.76,27.4,15.45,45.33,11.63,67.06,Synthetic data for visualization practice
M_District_13,Manipur,2021,16.26,33.23,12.87,49.9,18.02,59.03,Synthetic data for visualization practice
M_District_14,Manipur,2019,21.78,34.34,13.6,62.34,20.45,51.97,Synthetic data for visualization practice
M_District_14,Manipur,2020,22.46,39.97,15.75,49.1,20.36,49.96,Synthetic data for visualization practice
M_District_14,Manipur,2021,30.43,37.44,20.0,65.29,40.48,41.15,Synthetic data for visualization practice
