State,Year,Measure,Value,Dataset_Status
Tripura,2023,Coverage_Percent,77.47,Synthetic data for visualization practice
Tripura,2023,Utilization_Percent,95.16,Synthetic data for visualization practice
Uttar Pradesh,2023,Beneficiaries_Lakh,23.66,Synthetic data for visualization practice
Uttar Pradesh,2023,Foodgrain_Allocation_Lakh_Tonnes,10.19,Synthetic data for visualization practice
Uttar Pradesh,2023,Foodgrain_Distribution_Lakh_Tonnes,8.76,Synthetic data for visualization practice
Uttar Pradesh,2023,Coverage_Percent,79.39,Synthetic data for visualization practice
Uttar Pradesh,2023,Utilization_Percent,85.95,Synthetic data for visualization practice
Uttarakhand,2023,Beneficiaries_Lakh,7.86,Synthetic data for visualization practice
Uttarakhand,2023,Foodgrain_Allocation_Lakh_Tonnes,3.55,Synthetic data for visualization practice
Uttarakhand,2023,Foodgrain_Distribution_Lakh_Tonnes,3.16,Synthetic data for visualization practice
Uttarakhand,2023,Coverage_Percent,83.56,Synthetic data for visualization practice
Uttarakhand,2023,Utilization_Percent,89.15,Synthetic data for visualization practice
West Bengal,2023,Beneficiaries_Lakh,6.51,Synthetic data for visualization practice
West Bengal,2023,Foodgrain_Allocation_Lakh_Tonnes,3.81,Synthetic data for visualization practice
West Bengal,2023,Foodgrain_Distribution_Lakh_Tonnes,3.53,Synthetic data for visualization practice
West Bengal,2023,Coverage_Percent,80.96,Synthetic data for visualization practice
West Bengal,2023,Utilization_Percent,92.57,Synthetic data for visualization practice
Delhi,2023,Beneficiaries_Lakh,14.58,Synthetic data for visualization practice
Delhi,2023,Foodgrain_Allocation_Lakh_Tonnes,8.82,Synthetic data for visualization practice
Delhi,2023,Foodgrain_Distribution_Lakh_Tonnes,8.12,Synthetic data for visualization practice
Delhi,2023,Coverage_Percent,86.36,Synthetic data for visualization practice
Delhi,2023,Utilization_Percent,92.11,Synthetic data for visualization practice
Jammu and Kashmir,2023,Beneficiaries_Lakh,29.67,Synthetic data for visualization practice
Jammu and Kashmir,2023,Foodgrain_Allocation_Lakh_Tonnes,13.47,Synthetic data for visualization practice
Jammu and Kashmir,2023,Foodgrain_Distribution_Lakh_Tonnes,12.45,Synthetic data for visualization practice
Jammu and Kashmir,2023,Coverage_Percent,81.78,Synthetic data for visualization practice
Jammu and Kashmir,2023,Utilization_Percent,92.4,Synthetic data for visualization practice
Andhra Pradesh,2024,Beneficiaries_Lakh,21.09,Synthetic data for visualization practice
Andhra Pradesh,2024,Foodgrain_Allocation_Lakh_Tonnes,9.14,Synthetic data for visualization practice
Andhra Pradesh,2024,Foodgrain_Distribution_Lakh_Tonnes,8.16,Synthetic data for visualization practice
Andhra Pradesh,2024,Coverage_Percent,85.64,Synthetic data for visualization practice
Andhra Pradesh,2024,Utilization_Percent,89.29,Synthetic data for visualization practice
Arunachal Pradesh,2024,Beneficiaries_Lakh,18.24,Synthetic data for visualization practice
Arunachal Pradesh,2024,Foodgrain_Allocation_Lakh_Tonnes,10.03,Synthetic data for visualization practice
Arunachal Pradesh,2024,Foodgrain_Distribution_Lakh_Tonnes,8.37,Synthetic data for visualization practice
Arunachal Pradesh,2024,Coverage_Percent,85.04,Synthetic data for visualization practice
Arunachal Pradesh,2024,Utilization_Percent,83.5,Synthetic data for visualization practice
Assam,2024,Beneficiaries_Lakh,17.41,Synthetic data for visualization practice
Assam,2024,Foodgrain_Allocation_Lakh_Tonnes,8.19,Synthetic data for visualization practice
Assam,2024,Foodgrain_Distribution_Lakh_Tonnes,7.37,Synthetic data for visualization practice
Assam,2024,Coverage_Percent,76.06,Synthetic data for visualization practice
Assam,2024,Utilization_Percent,89.96,Synthetic data for visualization practice
Bihar,2024,Beneficiaries_Lakh,7.23,Synthetic data for visualization practice
Bihar,2024,Foodgrain_Allocation_Lakh_Tonnes,3.53,Synthetic data for visualization practice
Bihar,2024,Foodgrain_Distribution_Lakh_Tonnes,2.81,Synthetic data for visualization practice
Bihar,2024,Coverage_Percent,71.24,Synthetic data for visualization practice
Bihar,2024,Utilization_Percent,79.71,Synthetic data for visualization practice
Chhattisgarh,2024,Beneficiaries_Lakh,22.38,Synthetic data for visualization practice
Chhattisgarh,2024,Foodgrain_Allocation_Lakh_Tonnes,12.44,Synthetic data for visualization practice
Chhattisgarh,2024,Foodgrain_Distribution_Lakh_Tonnes,11.99,Synthetic data for visualization practice
Chhattisgarh,2024,Coverage_Percent,72.35,Synthetic data for visualization practice
Chhattisgarh,2024,Utilization_Percent,96.32,Synthetic data for visualization practice
Goa,2024,Beneficiaries_Lakh,11.53,Synthetic data for visualization practice
Goa,2024,Foodgrain_Allocation_Lakh_Tonnes,6.66,Synthetic data for visualization practice
Goa,2024,Foodgrain_Distribution_Lakh_Tonnes,5.74,Synthetic data for visualization practice
Goa,2024,Coverage_Percent,80.9,Synthetic data for visualization practice
Goa,2024,Utilization_Percent,86.16,Synthetic data for visualization practice
Gujarat,2024,Beneficiaries_Lakh,9.82,Synthetic data for visualization practice
Gujarat,2024,Foodgrain_Allocation_Lakh_Tonnes,4.94,Synthetic data for visualization practice
Gujarat,2024,Foodgrain_Distribution_Lakh_Tonnes,4.16,Synthetic data for visualization practice
Gujarat,2024,Coverage_Percent,72.35,Synthetic data for visualization practice
Gujarat,2024,Utilization_Percent,84.21,Synthetic data for visualization practice
Haryana,2024,Beneficiaries_Lakh,14.4,Synthetic data for visualization practice
Haryana,2024,Foodgrain_Allocation_Lakh_Tonnes,6.49,Synthetic data for visualization practice
Haryana,2024,Foodgrain_Distribution_Lakh_Tonnes,5.42,Synthetic data for visualization practice
Haryana,2024,Coverage_Percent,89.52,Synthetic data for visualization practice
Haryana,2024,Utilization_Percent,83.46,Synthetic data for visualization practice
Himachal Pradesh,2024,Beneficiaries_Lakh,29.04,Synthetic data for visualization practice
Himachal Pradesh,2024,Foodgrain_Allocation_Lakh_Tonnes,16.55,Synthetic data for visualization practice
Himachal Pradesh,2024,Foodgrain_Distribution_Lakh_Tonnes,14.62,Synthetic data for visualization practice
Himachal Pradesh,2024,Coverage_Percent,82.92,Synthetic data for visualization practice
Himachal Pradesh,2024,Utilization_Percent,88.33,Synthetic data for visualization practice
Jharkhand,2024,Beneficiaries_Lakh,40.25,Synthetic data for visualization practice
Jharkhand,2024,Foodgrain_Allocation_Lakh_Tonnes,22.71,Synthetic data for visualization practice
Jharkhand,2024,Foodgrain_Distribution_Lakh_Tonnes,21.05,Synthetic data for visualization practice
Jharkhand,2024,Coverage_Percent,81.1,Synthetic data for visualization practice
Jharkhand,2024,Utilization_Percent,92.66,Synthetic data for visualization practice
Karnataka,2024,Beneficiaries_Lakh,4.65,Synthetic data for visualization practice
Karnataka,2024,Foodgrain_Allocation_Lakh_Tonnes,2.6,Synthetic data for visualization practice
Karnataka,2024,Foodgrain_Distribution_Lakh_Tonnes,2.09,Synthetic data for visualization practice
Karnataka,2024,Coverage_Percent,80.29,Synthetic data for visualization practice
Karnataka,2024,Utilization_Percent,80.34,Synthetic data for visualization practice
Kerala,2024,Beneficiaries_Lakh,7.77,Synthetic data for visualization practice
Kerala,2024,Foodgrain_Allocation_Lakh_Tonnes,3.47,Synthetic data for visualization practice
Kerala,2024,Foodgrain_Distribution_Lakh_Tonnes,3.0,Synthetic data for visualization practice
Kerala,2024,Coverage_Percent,89.64,Synthetic data for visualization practice
Kerala,2024,Utilization_Percent,86.46,Synthetic data for visualization practice
Madhya Pradesh,2024,Beneficiaries_Lakh,30.58,Synthetic data for visualization practice
Madhya Pradesh,2024,Foodgrain_Allocation_Lakh_Tonnes,16.14,Synthetic data for visualization practice
Madhya Pradesh,2024,Foodgrain_Distribution_Lakh_Tonnes,13.01,Synthetic data for visualization practice
Madhya Pradesh,2024,Coverage_Percent,76.76,Synthetic data for visualization practice
Madhya Pradesh,2024,Utilization_Percent,80.58,Synthetic data for visualization practice
Maharashtra,2024,Beneficiaries_Lakh,35.46,Synthetic data for visualization practice
Maharashtra,2024,Foodgrain_Allocation_Lakh_Tonnes,17.17,Synthetic data for visualization practice
Maharashtra,2024,Foodgrain_Distribution_Lakh_Tonnes,14.93,Synthetic data for visualization practice
Maharashtra,2024,Coverage_Percent,79.78,Synthetic data for visualization practice
Maharashtra,2024,Utilization_Percent,86.92,Synthetic data for visualization practice
Manipur,2024,Beneficiaries_Lakh,4.14,Synthetic data for visualization practice
Manipur,2024,Foodgrain_Allocation_Lakh_Tonnes,1.76,Synthetic data for visualization practice
Manipur,2024,Foodgrain_Distribution_Lakh_Tonnes,1.52,Synthetic data for visualization practice
Manipur,2024,Coverage_Percent,81.34,Synthetic data for visualization practice
Manipur,2024,Utilization_Percent,86.63,Synthetic data for visualization practice
Meghalaya,2024,Beneficiaries_Lakh,26.17,Synthetic data for visualization practice
Meghalaya,2024,Foodgrain_Allocation_Lakh_Tonnes,15.38,Synthetic data for visualization practice
Meghalaya,2024,Foodgrain_Distribution_Lakh_Tonnes,13.86,Synthetic data for visualization practice
Meghalaya,2024,Coverage_Percent,60.82,Synthetic data for visualization practice
Meghalaya,2024,Utilization_Percent,90.16,Synthetic data for visualization practice
Mizoram,2024,Beneficiaries_Lakh,7.63,Synthetic data for visualization practice
Mizoram,2024,Foodgrain_Allocation_Lakh_Tonnes,3.24,Synthetic data for visualization practice
Mizoram,2024,Foodgrain_Distribution_Lakh_Tonnes,3.04,Synthetic data for visualization practice
Mizoram,2024,Coverage_Percent,78.91,Synthetic data for visualization practice
Mizoram,2024,Utilization_Percent,94.02,Synthetic data for visualization practice
Nagaland,2024,Beneficiaries_Lakh,18.31,Synthetic data for visualization practice
Nagaland,2024,Foodgrain_Allocation_Lakh_Tonnes,9.5,Synthetic data for visualization practice
Nagaland,2024,Foodgrain_Distribution_Lakh_Tonnes,8.16,Synthetic data for visualization practice
Nagaland,2024,Coverage_Percent,82.68,Synthetic data for visualization practice
Nagaland,2024,Utilization_Percent,85.99,Synthetic data for visualization practice
Odisha,2024,Beneficiaries_Lakh,16.67,Synthetic data for visualization practice
Odisha,2024,Foodgrain_Allocation_Lakh_Tonnes,9.45,Synthetic data for visualization practice
Odisha,2024,Foodgrain_Distribution_Lakh_Tonnes,8.11,Synthetic data for visualization practice
Odisha,2024,Coverage_Percent,74.93,Synthetic data for visualization practice
Odisha,2024,Utilization_Percent,85.85,Synthetic data for visualization practice
Punjab,2024,Beneficiaries_Lakh,35.63,Synthetic data for visualization practice
Punjab,2024,Foodgrain_Allocation_Lakh_Tonnes,17.81,Synthetic data for visualization practice
Punjab,2024,Foodgrain_Distribution_Lakh_Tonnes,14.4,Synthetic data for visualization practice
Punjab,2024,Coverage_Percent,87.32,Synthetic data for visualization practice
Punjab,2024,Utilization_Percent,80.86,Synthetic data for visualization practice
Rajasthan,2024,Beneficiaries_Lakh,3.75,Synthetic data for visualization practice
Rajasthan,2024,Foodgrain_Allocation_Lakh_Tonnes,1.59,Synthetic data for visualization practice
Rajasthan,2024,Foodgrain_Distribution_Lakh_Tonnes,1.45,Synthetic data for visualization practice
Rajasthan,2024,Coverage_Percent,97.3,Synthetic data for visualization practice
Rajasthan,2024,Utilization_Percent,91.19,Synthetic data for visualization practice
Sikkim,2024,Beneficiaries_Lakh,37.13,Synthetic data for visualization practice
Sikkim,2024,Foodgrain_Allocation_Lakh_Tonnes,20.22,Synthetic data for visualization practice
Sikkim,2024,Foodgrain_Distribution_Lakh_Tonnes,19.57,Synthetic data for visualization practice
Sikkim,2024,Coverage_Percent,94.38,Synthetic data for visualization practice
Sikkim,2024,Utilization_Percent,96.78,Synthetic data for visualization practice
Tamil Nadu,2024,Beneficiaries_Lakh,20.71,Synthetic data for visualization practice
Tamil Nadu,2024,Foodgrain_Allocation_Lakh_Tonnes,10.85,Synthetic data for visualization practice
Tamil Nadu,2024,Foodgrain_Distribution_Lakh_Tonnes,10.21,Synthetic data for visualization practice
Tamil Nadu,2024,Coverage_Percent,72.99,Synthetic data for visualization practice
Tamil Nadu,2024,Utilization_Percent,94.12,Synthetic data for visualization practice
Telangana,2024,Beneficiaries_Lakh,13.05,Synthetic data for visualization practice
Telangana,2024,Foodgrain_Allocation_Lakh_Tonnes,5.75,Synthetic data for visualization practice
Telangana,2024,Foodgrain_Distribution_Lakh_Tonnes,5.19,Synthetic data for visualization practice
Telangana,2024,Coverage_Percent,80.56,Synthetic data for visualization practice
Telangana,2024,Utilization_Percent,90.27,Synthetic data for visualization practice
Tripura,2024,Beneficiaries_Lakh,10.34,Synthetic data for visualization practice
Tripura,2024,Foodgrain_Allocation_Lakh_Tonnes,5.1,Synthetic data for visualization practice
Tripura,2024,Foodgrain_Distribution_Lakh_Tonnes,4.51,Synthetic data for visualization practice
Tripura,2024,Coverage_Percent,66.1,Synthetic data for visualization practice
Tripura,2024,Utilization_Percent,88.53,Synthetic data for visualization practice
Uttar Pradesh,2024,Beneficiaries_Lakh,18.45,Synthetic data for visualization practice
Uttar Pradesh,2024,Foodgrain_Allocation_Lakh_Tonnes,9.67,Synthetic data for visualization practice
Uttar Pradesh,2024,Foodgrain_Distribution_Lakh_Tonnes,8.24,Synthetic data for visualization practice
Uttar Pradesh,2024,Coverage_Percent,75.03,Synthetic data for visualization practice
Uttar Pradesh,2024,Utilization_Percent,85.24,Synthetic data for visualization practice
Uttarakhand,2024,Beneficiaries_Lakh,30.35,Synthetic data for visualization practice
Uttarakhand,2024,Foodgrain_Allocation_Lakh_Tonnes,14.58,Synthetic data for visualization practice
Uttarakhand,2024,Foodgrain_Distribution_Lakh_Tonnes,11.83,Synthetic data for visualization practice
Uttarakhand,2024,Coverage_Percent,82.44,Synthetic data for visualization practice
Uttarakhand,2024,Utilization_Percent,81.12,Synthetic data for visualization practice
West Bengal,2024,Beneficiaries_Lakh,25.5,Synthetic data for visualization practice
West Bengal,2024,Foodgrain_Allocation_Lakh_Tonnes,12.09,Synthetic data for visualization practice
West Bengal,2024,Foodgrain_Distribution_Lakh_Tonnes,9.34,Synthetic data for visualization practice
West Bengal,2024,Coverage_Percent,86.78,Synthetic data for visualization practice
West Bengal,2024,Utilization_Percent,77.22,Synthetic data for visualization practice
Delhi,2024,Beneficiaries_Lakh,5.89,Synthetic data for visualization practice
Delhi,2024,Foodgrain_Allocation_Lakh_Tonnes,2.89,Synthetic data for visualization practice
Delhi,2024,Foodgrain_Distribution_Lakh_Tonnes,2.49,Synthetic data for visualization practice
Delhi,2024,Coverage_Percent,90.07,Synthetic data for visualization practice
Delhi,2024,Utilization_Percent,86.06,Synthetic data for visualization practice
Jammu and Kashmir,2024,Beneficiaries_Lakh,11.39,Synthetic data for visualization practice
Jammu and Kashmir,2024,Foodgrain_Allocation_Lakh_Tonnes,5.71,Synthetic data for visualization practice
Jammu and Kashmir,2024,Foodgrain_Distribution_Lakh_Tonnes,5.13,Synthetic data for visualization practice
Jammu and Kashmir,2024,Coverage_Percent,69.53,Synthetic data for visualization practice
Jammu and Kashmir,2024,Utilization_Percent,89.98,Synthetic data for visualization practice
